off_w,def_w,sos_w,hca,fc,fb,thresh,spread_acc,win8,n8,win7,n7,win5,n5
0.45,0.5,0.1,2.3,4,1,5,74.75%,83.91%,3113,53.64%,330,51.91%,418
0.45,0.5,0.1,2.3,5,1,5,74.75%,83.91%,3113,53.35%,328,51.91%,418
0.49,0.55,0.1,2.5,4,1,5,75.09%,83.90%,3186,50.43%,462,51.91%,549
0.49,0.53,0.1,2.3,4,1,7,74.77%,83.86%,3142,50.66%,377,51.91%,470
0.52,0.5,0.1,3,4,1,7,75.01%,83.84%,3242,51.21%,373,51.91%,470
0.44,0.48,0.11,3,5,0,5,74.73%,83.77%,3278,53.77%,504,51.91%,576
0.44,0.46,0.11,2.7,5,1,6,74.79%,83.74%,3205,52.57%,544,51.91%,601
0.44,0.46,0.11,3,4,1,7,74.79%,83.71%,3253,53.26%,552,51.91%,603
0.49,0.53,0.11,2.7,4,0,7,74.92%,83.64%,3252,51.57%,351,51.91%,445
0.46,0.56,0.11,2.3,4,0,7,74.98%,83.63%,3201,52.53%,356,51.91%,445
0.45,0.46,0.11,3,4,0,5,74.77%,83.57%,3268,53.12%,544,51.91%,601
0.46,0.49,0.11,3,4,1,5,74.66%,83.57%,3275,55.21%,326,51.91%,418
0.46,0.49,0.11,3,4,1,6,74.66%,83.57%,3275,54.63%,324,51.91%,418
0.52,0.5,0.11,2.5,4,0,6,74.92%,83.48%,3227,51.72%,348,51.91%,445
0.49,0.46,0.11,3,4,1,5,74.79%,83.46%,3282,55.31%,320,51.91%,418
0.47,0.48,0.11,3,4,1,6,74.71%,83.45%,3281,55.25%,324,51.91%,418
0.49,0.55,0.11,3,5,1,6,75.11%,83.37%,3307,50.86%,464,51.91%,551
0.45,0.46,0.12,2.7,4,0,5,74.92%,83.35%,3280,52.77%,542,51.91%,601
0.48,0.54,0.12,2.5,4,0,6,74.94%,83.35%,3273,52.75%,345,51.91%,445
0.48,0.54,0.12,2.3,5,0,6,74.88%,83.23%,3243,53.80%,355,51.91%,445
0.5,0.52,0.12,2.3,5,0,5,74.88%,83.21%,3240,53.09%,356,51.91%,445
0.48,0.47,0.08,2.5,5,0,7,74.79%,85.72%,2963,52.57%,331,51.90%,420
0.45,0.5,0.08,2.7,5,0,7,74.64%,85.50%,2999,53.39%,339,51.90%,422
0.44,0.51,0.08,2.3,5,1,5,74.43%,85.47%,2938,53.52%,327,51.90%,420
0.48,0.47,0.08,2.3,5,0,7,74.62%,85.45%,2942,53.03%,330,51.90%,422
0.49,0.52,0.08,2.5,5,1,6,74.96%,85.30%,2999,54.05%,346,51.90%,447
0.48,0.46,0.08,2.5,4,0,6,74.92%,85.29%,2971,52.60%,384,51.90%,474
0.5,0.52,0.08,2.3,4,0,5,74.62%,85.25%,2970,52.74%,347,51.90%,447
0.52,0.5,0.08,2.3,4,1,7,74.73%,85.15%,2977,51.18%,381,51.90%,474
0.51,0.51,0.08,2.3,4,1,7,74.68%,85.10%,2980,51.17%,383,51.90%,474
0.45,0.46,0.09,3,5,1,5,74.73%,84.93%,3113,53.52%,512,51.90%,578
0.52,0.51,0.08,3,5,0,6,74.68%,84.90%,3079,50.12%,405,51.90%,501
0.48,0.46,0.09,2.3,4,1,7,74.75%,84.84%,3028,53.80%,355,51.90%,447
0.46,0.49,0.09,2.5,5,0,7,74.68%,84.77%,3060,53.27%,336,51.90%,420
0.46,0.48,0.09,2.3,5,1,7,74.77%,84.67%,3027,54.52%,354,51.90%,447
0.48,0.54,0.09,2.7,4,0,6,74.79%,84.66%,3116,52.27%,352,51.90%,447
0.49,0.46,0.1,2.7,5,0,7,74.81%,84.09%,3174,53.41%,337,51.90%,422
0.44,0.5,0.1,3,5,1,7,74.77%,84.06%,3199,54.02%,361,51.90%,447
0.5,0.51,0.1,2.3,4,1,5,74.98%,84.04%,3151,53.58%,321,51.90%,422
0.52,0.51,0.1,2.3,5,0,7,74.81%,83.99%,3141,50.74%,406,51.90%,499
0.47,0.54,0.1,2.5,4,1,5,74.96%,83.97%,3176,55.14%,321,51.90%,420
0.49,0.46,0.1,2.3,5,0,7,74.79%,83.96%,3111,53.41%,337,51.90%,420
0.47,0.54,0.11,2.3,4,1,6,74.96%,83.75%,3212,55.14%,321,51.90%,422
0.45,0.46,0.11,2.7,5,1,5,74.81%,83.71%,3228,53.41%,513,51.90%,580
0.45,0.47,0.11,3,4,0,5,74.73%,83.68%,3284,53.50%,514,51.90%,578
0.48,0.53,0.11,2.5,4,1,5,75.11%,83.66%,3225,55.05%,327,51.90%,420
0.47,0.56,0.11,2.7,4,1,6,75.01%,83.58%,3252,51.46%,410,51.90%,501
0.44,0.47,0.11,3,5,1,5,74.66%,83.57%,3268,53.28%,518,51.90%,580
0.48,0.54,0.11,3,4,0,6,74.71%,83.55%,3301,53.04%,345,51.90%,447
0.45,0.5,0.11,3,5,1,5,74.75%,83.50%,3284,55.25%,324,51.90%,422
0.44,0.47,0.12,2.7,5,1,5,74.79%,83.45%,3275,53.41%,513,51.90%,580
0.49,0.53,0.12,2.7,5,0,5,74.96%,83.38%,3303,53.33%,345,51.90%,447
0.5,0.52,0.12,2.7,4,0,6,75.05%,83.37%,3302,52.57%,350,51.90%,447
0.48,0.54,0.12,3,4,0,6,74.86%,83.28%,3349,53.27%,336,51.90%,447
0.47,0.54,0.12,2.5,4,1,5,75.13%,83.27%,3275,54.40%,318,51.90%,422
0.49,0.52,0.12,2.7,4,1,5,75.13%,83.23%,3309,54.60%,326,51.90%,422
0.49,0.46,0.12,3,5,0,5,74.83%,83.22%,3331,54.76%,347,51.90%,447
0.48,0.55,0.12,2.3,5,0,7,75.01%,83.21%,3252,51.75%,400,51.90%,499
0.48,0.46,0.12,3,4,0,5,75.05%,83.16%,3325,52.09%,407,51.90%,499
0.46,0.46,0.12,3,4,1,6,74.83%,83.14%,3327,53.68%,475,51.90%,553
0.46,0.49,0.08,2.5,5,0,7,74.62%,85.77%,2959,53.27%,336,51.89%,424
0.44,0.46,0.08,2.5,5,0,5,74.81%,85.51%,2939,51.78%,562,51.89%,607
0.45,0.49,0.08,2.7,5,1,6,74.68%,85.50%,2987,52.60%,365,51.89%,449
0.47,0.47,0.08,2.5,4,1,7,74.77%,85.39%,2963,54.24%,354,51.89%,449
0.46,0.48,0.08,2.5,4,1,7,74.68%,85.35%,2962,54.78%,356,51.89%,449
0.44,0.46,0.08,3,5,0,6,74.58%,85.32%,3018,52.52%,556,51.89%,607
0.44,0.47,0.08,3,5,1,5,74.58%,85.27%,3034,53.50%,514,51.89%,582
0.45,0.56,0.08,3,4,1,5,74.51%,85.12%,3078,55.03%,318,51.89%,424
0.47,0.47,0.08,3,4,1,6,74.56%,84.99%,3052,53.68%,367,51.89%,449
0.48,0.47,0.09,2.7,4,0,7,74.88%,84.93%,3092,53.73%,335,51.89%,424
0.44,0.46,0.09,2.5,5,0,5,74.86%,84.75%,3036,52.04%,563,51.89%,607
0.48,0.46,0.09,3,4,1,7,74.71%,84.73%,3130,53.80%,355,51.89%,449
0.47,0.47,0.09,2.3,5,1,6,74.75%,84.69%,3025,54.14%,362,51.89%,449
0.5,0.52,0.09,2.7,4,0,6,74.92%,84.64%,3118,52.14%,351,51.89%,449
0.52,0.49,0.09,2.5,4,0,7,74.92%,84.61%,3092,54.92%,315,51.89%,424
0.46,0.48,0.09,3,5,1,6,74.66%,84.56%,3128,53.55%,366,51.89%,449
0.5,0.51,0.09,2.7,5,1,5,74.98%,84.46%,3120,52.60%,327,51.89%,424
0.44,0.46,0.1,3,5,0,6,74.75%,84.34%,3174,52.15%,558,51.89%,609
0.46,0.49,0.1,2.7,4,0,7,74.66%,84.19%,3168,54.49%,345,51.89%,424
0.44,0.46,0.1,2.5,5,0,5,74.88%,84.13%,3119,52.04%,565,51.89%,607
0.45,0.49,0.1,2.5,4,1,7,74.86%,84.09%,3131,53.95%,354,51.89%,449
0.5,0.52,0.1,2.7,5,0,5,74.81%,83.96%,3193,53.22%,342,51.89%,449
0.46,0.55,0.11,2.7,4,1,6,74.92%,83.70%,3239,53.78%,331,51.89%,424
0.46,0.48,0.11,2.5,5,0,7,75.05%,83.67%,3197,53.25%,385,51.89%,476
0.45,0.56,0.11,2.3,4,1,6,75.03%,83.65%,3204,55.25%,324,51.89%,424
0.48,0.55,0.11,2.7,4,1,6,74.94%,83.65%,3254,51.82%,413,51.89%,503
0.46,0.55,0.11,2.5,4,1,6,74.96%,83.51%,3227,54.52%,332,51.89%,424
0.45,0.5,0.11,3,4,0,5,74.75%,83.50%,3284,54.47%,358,51.89%,449
0.46,0.55,0.11,3,5,1,5,74.83%,83.49%,3302,54.49%,323,51.89%,424
0.44,0.46,0.12,2.3,4,0,7,75.01%,83.44%,3207,52.68%,560,51.89%,607
0.46,0.55,0.12,2.3,4,1,6,75.03%,83.39%,3252,53.99%,326,51.89%,424
0.46,0.55,0.12,2.3,5,1,5,75.03%,83.39%,3252,54.05%,333,51.89%,424
0.44,0.46,0.12,2.7,5,0,6,74.92%,83.35%,3261,52.42%,557,51.89%,607
0.49,0.46,0.12,2.3,5,0,6,74.96%,83.32%,3219,54.57%,339,51.89%,424
0.46,0.49,0.12,3,5,0,6,74.88%,83.27%,3324,54.00%,350,51.89%,449
0.49,0.53,0.12,2.3,5,0,6,74.90%,83.23%,3243,53.78%,357,51.89%,449
0.49,0.52,0.12,3,5,1,5,75.07%,83.08%,3352,53.87%,323,51.89%,424
0.5,0.51,0.12,2.7,4,1,5,75.11%,83.08%,3315,54.21%,321,51.89%,424
0.45,0.46,0.08,2.3,4,1,5,74.64%,85.74%,2911,53.61%,513,51.88%,584
0.48,0.46,0.08,2.3,4,1,6,74.88%,85.65%,2934,53.76%,359,51.88%,453
0.49,0.46,0.08,2.7,5,0,5,74.81%,85.51%,2995,53.10%,339,51.88%,426
0.44,0.5,0.08,2.7,5,1,6,74.64%,85.50%,2987,53.26%,368,51.88%,453
0.46,0.48,0.08,2.3,5,1,5,74.92%,85.49%,2930,54.62%,368,51.88%,453
0.46,0.49,0.08,2.3,5,0,7,74.49%,85.49%,2935,53.27%,336,51.88%,426
0.44,0.46,0.08,3,5,0,5,74.58%,85.32%,3018,52.27%,572,51.88%,611
0.46,0.49,0.08,3,5,0,7,74.64%,85.22%,3045,53.41%,337,51.88%,426
0.45,0.56,0.08,2.3,5,1,7,74.71%,85.17%,2988,55.30%,349,51.88%,451
0.46,0.48,0.08,3,4,1,6,74.53%,85.12%,3045,53.66%,369,51.88%,453
0.47,0.55,0.08,2.3,5,0,6,74.66%,85.11%,2982,52.63%,361,51.88%,453
0.44,0.47,0.09,2.7,4,1,6,74.66%,85.02%,3077,53.06%,507,51.88%,584
0.48,0.46,0.09,2.3,4,1,6,74.75%,84.84%,3028,53.99%,363,51.88%,453
0.44,0.46,0.09,3,5,0,6,74.60%,84.81%,3108,52.52%,556,51.88%,611
0.44,0.46,0.09,2.7,4,1,5,74.79%,84.76%,3058,52.79%,555,51.88%,611
0.44,0.46,0.09,2.7,5,0,5,74.79%,84.76%,3058,52.04%,565,51.88%,611
0.45,0.5,0.09,2.5,4,0,7,74.64%,84.76%,3057,53.51%,342,51.88%,426
0.47,0.54,0.09,2.3,5,1,5,74.79%,84.76%,3077,54.22%,332,51.88%,426
0.49,0.46,0.09,2.3,4,0,6,74.71%,84.74%,3040,54.44%,338,51.88%,426
0.47,0.47,0.09,2.3,4,1,7,74.75%,84.69%,3025,53.78%,357,51.88%,451
0.45,0.49,0.09,3,5,1,6,74.73%,84.66%,3122,53.13%,367,51.88%,453
0.49,0.52,0.09,2.3,4,1,5,74.94%,84.61%,3079,54.46%,325,51.88%,426
0.49,0.53,0.09,2.7,4,0,7,74.81%,84.58%,3120,51.81%,359,51.88%,453
0.47,0.47,0.09,3,4,1,7,74.64%,84.55%,3133,54.04%,359,51.88%,453
0.5,0.51,0.09,2.5,4,0,7,74.90%,84.53%,3089,55.06%,316,51.88%,426
0.52,0.5,0.09,3,4,0,7,74.83%,84.46%,3166,52.53%,356,51.88%,453
0.52,0.5,0.09,2.3,5,1,7,74.66%,84.42%,3075,51.44%,383,51.88%,478
0.47,0.54,0.09,2.5,4,1,5,74.88%,84.39%,3101,54.35%,322,51.88%,426
0.44,0.46,0.1,2.7,5,0,5,74.88%,84.14%,3140,52.04%,565,51.88%,611
0.44,0.47,0.1,2.7,5,1,5,74.66%,84.11%,3160,53.70%,514,51.88%,584
0.45,0.49,0.1,2.5,5,1,6,74.86%,84.09%,3131,54.27%,363,51.88%,453
0.48,0.46,0.1,2.3,4,1,6,75.01%,84.07%,3107,54.79%,365,51.88%,451
0.44,0.5,0.1,3,5,1,6,74.77%,84.06%,3199,53.95%,367,51.88%,451
0.46,0.48,0.1,2.3,5,1,5,75.01%,84.01%,3109,54.20%,369,51.88%,453
0.49,0.53,0.1,2.7,5,0,6,74.79%,84.01%,3189,52.68%,355,51.88%,451
0.48,0.54,0.1,2.5,4,0,7,74.88%,83.99%,3166,52.92%,359,51.88%,453
0.52,0.51,0.1,2.7,4,0,5,75.01%,83.99%,3192,51.16%,387,51.88%,478
0.46,0.49,0.1,2.3,4,0,7,74.68%,83.97%,3113,53.62%,345,51.88%,426
0.52,0.49,0.1,2.3,4,1,5,75.05%,83.94%,3150,52.34%,321,51.88%,426
0.51,0.5,0.1,2.5,4,1,6,74.98%,83.88%,3176,53.35%,328,51.88%,426
0.48,0.54,0.1,3,5,0,7,74.81%,83.85%,3245,53.24%,355,51.88%,453
0.44,0.46,0.11,2.7,5,0,5,74.79%,83.74%,3205,51.76%,568,51.88%,611
0.44,0.46,0.11,3,5,0,6,74.79%,83.71%,3253,52.14%,560,51.88%,611
0.45,0.56,0.11,2.3,5,1,5,75.03%,83.65%,3204,55.86%,324,51.88%,426
0.44,0.5,0.11,2.7,5,1,7,74.81%,83.60%,3220,53.62%,373,51.88%,453
0.44,0.47,0.11,3,4,1,5,74.66%,83.57%,3268,53.51%,527,51.88%,584
0.48,0.46,0.12,2.3,4,1,6,75.01%,83.54%,3207,54.20%,369,51.88%,453
0.46,0.48,0.11,3,5,1,6,74.86%,83.50%,3279,54.30%,372,51.88%,453
0.47,0.47,0.12,2.3,5,1,5,74.96%,83.48%,3208,53.93%,369,51.88%,451
0.44,0.47,0.12,2.7,4,1,6,74.79%,83.45%,3275,53.33%,510,51.88%,584
0.51,0.5,0.11,3,5,1,5,75.01%,83.44%,3304,53.12%,320,51.88%,426
0.48,0.54,0.12,2.7,4,0,7,74.96%,83.35%,3303,52.25%,356,51.88%,451
0.44,0.47,0.12,3,4,1,5,74.77%,83.29%,3321,53.51%,527,51.88%,586
0.46,0.49,0.12,3,5,0,5,74.88%,83.27%,3324,54.96%,353,51.88%,453
0.49,0.52,0.12,3,5,1,6,75.07%,83.08%,3352,53.61%,332,51.88%,426
0.44,0.47,0.08,2.3,4,1,5,74.62%,85.63%,2915,53.52%,512,51.87%,588
0.47,0.48,0.08,2.3,4,1,7,74.62%,85.50%,2937,53.53%,312,51.87%,401
0.46,0.55,0.08,2.3,4,1,5,74.79%,85.25%,2983,56.52%,322,51.87%,428
0.48,0.54,0.08,2.5,5,0,7,74.71%,85.12%,2998,52.59%,367,51.87%,455
0.45,0.49,0.09,2.5,4,1,7,74.83%,84.76%,3051,54.52%,354,51.87%,455
0.45,0.49,0.09,2.3,5,1,5,74.77%,84.68%,3036,54.50%,367,51.87%,455
0.46,0.48,0.09,2.3,4,1,7,74.77%,84.67%,3027,54.49%,356,51.87%,455
0.46,0.48,0.09,2.3,5,1,6,74.77%,84.67%,3027,54.82%,363,51.87%,455
0.48,0.55,0.09,2.7,4,0,7,74.86%,84.46%,3114,51.51%,398,51.87%,482
0.49,0.53,0.09,2.5,4,0,7,74.71%,84.25%,3105,53.04%,362,51.87%,455
0.49,0.52,0.1,2.3,5,1,5,75.03%,84.10%,3150,53.35%,328,51.87%,428
0.47,0.48,0.1,2.3,4,0,7,74.79%,84.01%,3109,53.96%,341,51.87%,428
0.47,0.48,0.1,2.3,5,0,7,74.79%,84.01%,3109,53.37%,341,51.87%,428
0.52,0.49,0.1,3,4,1,5,74.96%,84.01%,3234,54.57%,317,51.87%,428
0.46,0.48,0.1,2.5,4,1,6,74.81%,83.98%,3134,54.55%,363,51.87%,455
0.46,0.48,0.1,2.5,5,1,5,74.81%,83.98%,3134,54.27%,363,51.87%,455
0.51,0.5,0.1,3,4,1,5,75.03%,83.97%,3238,54.55%,319,51.87%,428
0.45,0.5,0.1,2.3,4,0,7,74.75%,83.91%,3113,53.91%,345,51.87%,428
0.45,0.5,0.1,2.3,5,0,7,74.75%,83.91%,3113,53.49%,344,51.87%,428
0.51,0.5,0.1,2.5,5,1,5,74.98%,83.88%,3176,52.71%,332,51.87%,428
0.48,0.55,0.1,3,4,0,7,74.77%,83.87%,3236,51.03%,388,51.87%,482
0.47,0.47,0.11,2.5,5,1,6,75.05%,83.69%,3195,53.74%,361,51.87%,455
0.49,0.52,0.11,2.5,4,1,6,75.05%,83.69%,3219,54.13%,327,51.87%,428
0.51,0.5,0.11,2.5,4,1,6,74.98%,83.68%,3223,53.94%,330,51.87%,428
0.47,0.56,0.11,2.7,5,1,6,75.01%,83.58%,3252,51.57%,413,51.87%,507
0.48,0.47,0.11,2.3,4,0,7,74.92%,83.56%,3176,54.28%,339,51.87%,428
0.45,0.49,0.12,2.3,5,1,5,74.96%,83.49%,3216,54.32%,370,51.87%,455
0.47,0.47,0.12,2.3,4,1,7,74.96%,83.48%,3208,54.25%,365,51.87%,455
0.48,0.53,0.11,3,5,1,6,75.03%,83.39%,3306,53.37%,326,51.87%,428
0.49,0.52,0.11,3,5,1,6,74.96%,83.38%,3309,53.19%,329,51.87%,428
0.5,0.51,0.12,2.5,4,1,6,74.96%,83.36%,3270,53.23%,325,51.87%,428
0.45,0.56,0.12,2.3,5,1,5,75.03%,83.35%,3250,54.05%,333,51.87%,428
0.47,0.47,0.12,2.7,5,1,5,74.98%,83.26%,3280,53.41%,367,51.87%,455
0.45,0.46,0.12,3,4,1,6,74.81%,83.25%,3320,53.76%,519,51.87%,588
0.44,0.47,0.08,2.7,4,1,5,74.53%,85.58%,2988,53.01%,515,51.86%,592
0.48,0.47,0.08,2.7,4,0,5,74.81%,85.52%,2998,53.76%,346,51.86%,430
0.46,0.49,0.08,2.3,4,1,7,74.49%,85.49%,2935,53.46%,318,51.86%,403
0.49,0.46,0.08,2.3,4,1,7,74.73%,85.40%,2946,53.21%,312,51.86%,403
0.47,0.47,0.08,2.5,4,0,5,74.77%,85.39%,2963,51.89%,397,51.86%,484
0.52,0.5,0.08,2.5,4,0,6,74.83%,85.30%,3007,51.12%,356,51.86%,457
0.45,0.49,0.08,3,4,1,5,74.60%,85.20%,3041,53.12%,369,51.86%,457
0.47,0.48,0.08,3,4,0,6,74.62%,85.15%,3044,54.23%,343,51.86%,430
0.5,0.51,0.08,2.3,4,0,7,74.88%,85.13%,2985,54.89%,317,51.86%,430
0.45,0.5,0.09,2.7,4,0,7,74.77%,84.94%,3081,53.91%,345,51.86%,430
0.49,0.46,0.09,3,4,0,6,74.66%,84.85%,3123,54.41%,340,51.86%,430
0.45,0.5,0.09,2.3,5,1,7,74.60%,84.69%,3030,52.65%,321,51.86%,403
0.47,0.47,0.09,2.3,4,1,6,74.75%,84.69%,3025,53.97%,365,51.86%,457
0.48,0.47,0.09,2.3,4,0,6,74.68%,84.69%,3037,54.68%,342,51.86%,430
0.52,0.51,0.09,2.5,5,0,6,74.88%,84.60%,3091,51.75%,400,51.86%,484
0.51,0.5,0.09,2.5,4,1,6,74.90%,84.55%,3093,53.19%,329,51.86%,430
0.48,0.56,0.09,2.7,4,1,5,74.98%,84.44%,3130,50.87%,458,51.86%,538
0.52,0.49,0.09,3,4,1,7,74.83%,84.35%,3170,54.10%,329,51.86%,430
0.47,0.55,0.09,2.3,4,0,7,74.81%,84.29%,3081,53.57%,364,51.86%,457
0.48,0.53,0.1,2.3,5,1,6,75.01%,84.16%,3144,53.15%,333,51.86%,430
0.49,0.52,0.1,2.3,5,1,6,75.03%,84.10%,3150,53.31%,332,51.86%,430
0.45,0.49,0.1,2.5,4,1,6,74.86%,84.09%,3131,54.14%,362,51.86%,457
0.49,0.46,0.1,2.7,4,0,6,74.81%,84.09%,3174,54.47%,347,51.86%,430
0.49,0.46,0.1,2.5,5,1,7,74.81%,84.08%,3141,52.37%,317,51.86%,403
0.5,0.52,0.1,2.7,5,0,7,74.81%,83.96%,3193,52.76%,362,51.86%,457
0.52,0.49,0.1,2.3,4,1,6,75.05%,83.94%,3150,52.32%,323,51.86%,430
0.48,0.55,0.1,2.3,5,0,5,74.90%,83.90%,3143,50.63%,395,51.86%,484
0.44,0.47,0.11,2.7,4,1,5,74.64%,83.74%,3222,53.56%,519,51.86%,590
0.44,0.51,0.11,2.5,5,1,7,74.75%,83.74%,3199,53.35%,328,51.86%,403
0.48,0.53,0.11,2.3,5,1,5,74.96%,83.69%,3206,54.41%,329,51.86%,430
0.51,0.52,0.11,2.3,4,0,5,74.92%,83.51%,3214,51.30%,384,51.86%,484
0.44,0.5,0.11,3,5,1,6,74.79%,83.49%,3277,53.89%,373,51.86%,457
0.47,0.48,0.12,2.3,5,0,7,74.92%,83.39%,3215,54.52%,343,51.86%,430
0.47,0.54,0.12,2.3,5,1,6,74.98%,83.38%,3255,54.05%,333,51.86%,430
0.51,0.52,0.12,2.3,5,0,5,74.92%,83.31%,3254,50.77%,388,51.86%,484
0.45,0.56,0.12,2.5,4,1,6,75.03%,83.30%,3275,53.73%,322,51.86%,430
0.51,0.5,0.12,3,4,1,6,75.16%,83.18%,3353,53.23%,325,51.86%,430
0.45,0.5,0.08,2.5,4,1,7,74.62%,85.80%,2958,53.70%,324,51.85%,405
0.47,0.48,0.08,2.7,5,0,6,74.58%,85.54%,3001,52.94%,340,51.85%,432
0.45,0.5,0.08,2.3,5,0,6,74.45%,85.50%,2938,54.20%,345,51.85%,432
0.45,0.49,0.08,2.5,5,1,5,74.68%,85.36%,2958,54.47%,369,51.85%,459
0.48,0.53,0.08,2.5,5,1,5,74.96%,85.29%,3005,54.46%,336,51.85%,432
0.51,0.5,0.08,2.3,5,0,7,74.88%,85.22%,2977,53.43%,335,51.85%,432
0.48,0.56,0.08,2.3,4,1,5,74.75%,85.17%,2988,51.31%,458,51.85%,540
0.46,0.49,0.09,2.5,4,0,6,74.68%,84.77%,3060,53.87%,349,51.85%,432
0.47,0.48,0.09,2.5,4,0,6,74.71%,84.70%,3059,53.87%,349,51.85%,432
0.45,0.5,0.09,2.3,4,1,7,74.60%,84.69%,3030,53.42%,322,51.85%,405
0.5,0.51,0.09,2.3,5,1,6,74.98%,84.68%,3074,53.08%,341,51.85%,432
0.51,0.52,0.09,3,4,0,5,74.62%,84.51%,3156,50.91%,385,51.85%,486
0.45,0.56,0.09,2.5,5,1,5,74.75%,84.41%,3091,54.57%,328,51.85%,432
0.48,0.55,0.09,2.5,4,0,7,74.75%,84.41%,3092,51.26%,398,51.85%,486
0.51,0.51,0.09,2.3,4,1,6,74.68%,84.38%,3072,51.22%,369,51.85%,459
0.52,0.51,0.09,3,4,0,5,74.68%,84.36%,3159,50.65%,383,51.85%,486
0.49,0.53,0.09,2.3,5,0,7,74.79%,84.35%,3073,53.24%,370,51.85%,459
0.47,0.48,0.1,2.5,5,1,7,74.77%,84.00%,3143,53.12%,320,51.85%,405
0.52,0.51,0.1,2.5,5,0,5,74.96%,83.97%,3169,50.64%,391,51.85%,486
0.47,0.56,0.1,2.3,5,0,5,74.92%,83.96%,3143,50.77%,392,51.85%,486
0.51,0.52,0.1,2.3,4,0,5,74.86%,83.95%,3141,50.90%,387,51.85%,486
0.44,0.51,0.11,2.5,4,1,7,74.75%,83.74%,3199,53.64%,330,51.85%,405
0.5,0.54,0.11,2.7,4,1,5,75.16%,83.65%,3266,50.98%,459,51.85%,542
0.49,0.52,0.11,2.3,5,1,5,75.07%,83.62%,3211,54.71%,329,51.85%,432
0.52,0.49,0.11,2.7,4,1,6,75.09%,83.62%,3260,53.64%,330,51.85%,432
0.47,0.48,0.11,2.3,4,1,7,74.92%,83.51%,3177,54.21%,321,51.85%,405
0.5,0.54,0.11,3,4,1,5,75.13%,83.35%,3309,50.87%,460,51.85%,542
0.51,0.52,0.12,2.7,4,0,5,75.11%,83.28%,3302,50.39%,381,51.85%,486
0.47,0.54,0.12,2.5,5,1,5,75.13%,83.27%,3275,53.82%,327,51.85%,432
0.51,0.5,0.12,2.7,4,1,6,75.13%,83.18%,3311,53.94%,330,51.85%,432
0.44,0.51,0.08,2.3,4,1,7,74.43%,85.47%,2938,52.91%,327,51.84%,407
0.47,0.56,0.08,2.7,5,0,7,74.68%,85.31%,3022,50.86%,405,51.84%,488
0.5,0.51,0.08,2.5,5,1,5,75.01%,85.18%,3010,53.96%,341,51.84%,434
0.47,0.48,0.08,3,5,0,6,74.62%,85.15%,3044,53.39%,339,51.84%,434
0.51,0.5,0.08,2.5,5,0,7,74.92%,85.05%,3010,54.33%,335,51.84%,434
0.46,0.48,0.09,2.5,4,1,6,74.88%,84.77%,3053,54.14%,362,51.84%,461
0.44,0.46,0.09,2.7,5,1,6,74.79%,84.76%,3058,52.71%,535,51.84%,598
0.45,0.49,0.09,2.5,4,1,6,74.83%,84.76%,3051,54.27%,363,51.84%,463
0.44,0.5,0.09,2.7,5,1,5,74.71%,84.74%,3079,53.21%,374,51.84%,461
0.45,0.49,0.09,2.3,4,1,6,74.77%,84.68%,3036,54.89%,368,51.84%,461
0.52,0.49,0.09,2.5,5,1,6,74.92%,84.61%,3092,52.19%,343,51.84%,434
0.5,0.53,0.09,2.5,4,0,7,74.73%,84.52%,3088,51.12%,401,51.84%,488
0.5,0.53,0.09,3,4,0,7,74.62%,84.52%,3158,50.76%,396,51.84%,490
0.46,0.56,0.09,3,4,1,5,74.73%,84.51%,3157,50.42%,359,51.84%,463
0.51,0.52,0.09,3,5,0,5,74.62%,84.51%,3156,51.15%,391,51.84%,490
0.49,0.54,0.09,2.7,5,0,6,74.77%,84.50%,3117,51.24%,402,51.84%,490
0.48,0.55,0.09,3,5,0,6,74.62%,84.45%,3158,50.38%,395,51.84%,488
0.52,0.51,0.09,3,5,0,5,74.68%,84.36%,3159,51.03%,388,51.84%,490
0.46,0.49,0.1,2.7,4,0,6,74.66%,84.19%,3168,54.86%,350,51.84%,434
0.49,0.46,0.1,3,4,0,6,74.79%,84.12%,3206,54.41%,340,51.84%,434
0.45,0.5,0.1,2.7,5,0,6,74.81%,84.11%,3160,54.57%,350,51.84%,434
0.45,0.5,0.1,2.5,5,1,7,74.75%,84.10%,3139,53.56%,323,51.84%,407
0.44,0.5,0.1,2.7,5,1,6,74.68%,84.09%,3162,53.93%,369,51.84%,461
0.46,0.49,0.1,2.5,5,1,7,74.68%,84.08%,3140,53.58%,321,51.84%,407
0.52,0.48,0.1,2.7,5,1,7,74.96%,84.08%,3198,54.18%,299,51.84%,407
0.45,0.49,0.1,2.3,4,1,5,74.90%,84.06%,3111,54.35%,368,51.84%,461
0.49,0.46,0.1,2.3,4,0,5,74.79%,83.96%,3111,53.60%,347,51.84%,434
0.51,0.52,0.1,2.3,5,0,5,74.86%,83.95%,3141,50.64%,393,51.84%,490
0.49,0.55,0.1,2.7,4,1,5,75.11%,83.89%,3203,50.88%,456,51.84%,544
0.46,0.49,0.11,2.7,5,0,7,74.73%,83.70%,3233,54.34%,346,51.84%,434
0.45,0.5,0.11,2.7,4,1,7,74.86%,83.69%,3226,54.27%,328,51.84%,407
0.52,0.51,0.1,3,4,0,6,74.77%,83.67%,3240,51.03%,390,51.84%,488
0.49,0.52,0.11,2.3,5,1,6,75.07%,83.62%,3211,54.65%,333,51.84%,434
