off_w,def_w,sos_w,hca,fc,fb,thresh,spread_acc,win8,n8,win7,n7,win5,n5
0.46,0.52,0.12,2.7,4,1,7,74.92%,83.31%,3290,56.11%,262,56.10%,344
0.47,0.51,0.12,3,4,1,7,74.86%,83.26%,3334,56.32%,261,56.10%,344
0.48,0.51,0.12,3,4,1,5,74.81%,83.18%,3341,53.88%,258,56.10%,344
0.45,0.53,0.08,2.3,4,0,5,74.75%,85.25%,2955,55.38%,260,56.09%,353
0.49,0.5,0.09,2.7,5,1,5,74.66%,84.77%,3093,54.10%,268,56.09%,353
0.46,0.53,0.09,2.7,4,1,5,74.62%,84.65%,3094,56.44%,264,56.09%,353
0.44,0.55,0.1,2.7,4,0,5,74.71%,84.09%,3180,56.60%,265,56.09%,353
0.45,0.55,0.12,3,4,0,5,74.81%,83.41%,3334,55.11%,274,56.09%,353
0.48,0.51,0.12,2.7,5,0,5,74.86%,83.38%,3285,55.26%,266,56.09%,353
0.44,0.55,0.12,3,5,1,5,74.94%,83.17%,3346,56.25%,272,56.09%,353
0.46,0.53,0.08,2.7,5,1,5,74.64%,85.48%,3003,55.64%,275,56.08%,362
0.49,0.5,0.08,2.3,5,0,5,74.66%,85.47%,2959,55.64%,275,56.08%,362
0.49,0.5,0.08,2.5,5,1,5,74.58%,85.42%,2984,54.98%,271,56.08%,362
0.44,0.56,0.08,3,4,0,5,74.49%,84.95%,3070,55.48%,283,56.08%,362
0.49,0.49,0.09,2.7,4,1,5,74.88%,84.82%,3097,55.38%,251,56.08%,337
0.45,0.54,0.09,3,5,1,6,74.68%,84.55%,3146,54.95%,273,56.08%,362
0.45,0.55,0.09,2.3,5,0,5,74.81%,84.52%,3056,55.10%,294,56.08%,378
0.46,0.53,0.1,2.3,5,0,5,74.81%,84.01%,3126,56.51%,269,56.08%,362
0.47,0.53,0.1,2.3,4,0,5,74.90%,83.98%,3140,54.29%,280,56.08%,378
0.44,0.56,0.1,3,4,0,5,74.64%,83.97%,3232,54.80%,281,56.08%,362
0.47,0.52,0.11,2.5,5,1,5,74.81%,83.63%,3219,54.68%,267,56.08%,362
0.51,0.48,0.11,3,5,1,6,74.81%,83.36%,3281,54.14%,266,56.08%,362
0.51,0.49,0.12,2.3,4,0,5,75.09%,83.36%,3246,54.01%,274,56.08%,378
0.49,0.5,0.12,2.3,5,0,5,74.92%,83.31%,3230,55.88%,272,56.08%,362
0.46,0.53,0.08,3,5,0,5,74.66%,85.08%,3064,56.18%,267,56.07%,346
0.46,0.54,0.11,2.7,4,0,7,75.13%,83.61%,3252,55.67%,291,56.07%,387
0.47,0.53,0.11,3,4,0,7,74.90%,83.51%,3299,53.55%,282,56.07%,387
0.45,0.53,0.12,2.5,4,1,5,75.05%,83.32%,3250,54.62%,260,56.07%,346
0.44,0.55,0.08,2.7,4,1,5,74.56%,85.42%,3005,56.83%,271,56.06%,355
0.52,0.47,0.09,3,5,1,5,74.73%,84.67%,3137,52.49%,261,56.06%,355
0.45,0.54,0.09,2.3,5,1,6,74.58%,84.57%,3046,56.14%,285,56.06%,371
0.46,0.54,0.09,2.5,4,0,5,74.81%,84.57%,3084,55.27%,275,56.06%,371
0.45,0.55,0.1,2.5,4,0,5,74.86%,84.02%,3161,55.76%,278,56.06%,371
0.48,0.51,0.1,2.7,5,1,5,74.79%,84.02%,3178,53.21%,265,56.06%,355
0.45,0.54,0.1,2.3,5,1,6,74.77%,83.97%,3126,56.38%,282,56.06%,371
0.44,0.55,0.11,2.7,4,0,6,74.81%,83.83%,3240,56.83%,271,56.06%,355
0.47,0.52,0.11,2.7,5,1,5,74.83%,83.69%,3237,54.95%,273,56.06%,355
0.51,0.48,0.11,2.7,4,1,5,74.83%,83.66%,3238,54.12%,255,56.06%,355
0.44,0.56,0.11,3,4,0,6,74.83%,83.61%,3294,54.39%,285,56.06%,371
0.49,0.5,0.11,2.7,5,1,7,74.83%,83.59%,3236,55.04%,278,56.06%,371
0.52,0.47,0.12,2.5,5,1,6,75.01%,83.45%,3268,55.00%,260,56.06%,371
0.44,0.55,0.12,2.5,5,0,6,75.05%,83.34%,3260,55.64%,275,56.06%,371
0.44,0.56,0.12,2.5,4,0,6,74.98%,83.28%,3278,55.28%,284,56.06%,371
0.45,0.54,0.12,2.3,5,0,6,74.98%,83.25%,3236,56.32%,277,56.06%,371
0.5,0.48,0.09,2.7,4,1,7,74.96%,84.79%,3097,56.37%,259,56.05%,339
0.47,0.51,0.09,2.7,4,1,6,74.81%,84.77%,3093,56.08%,255,56.05%,339
0.48,0.5,0.09,2.5,4,1,6,74.81%,84.53%,3076,56.32%,261,56.05%,339
0.46,0.54,0.1,2.3,5,0,5,74.98%,84.09%,3136,54.98%,291,56.05%,380
0.46,0.54,0.1,2.5,4,0,6,74.98%,84.05%,3160,55.48%,283,56.05%,380
0.47,0.53,0.1,2.5,4,0,6,75.01%,83.97%,3162,55.12%,283,56.05%,380
0.47,0.51,0.11,2.3,4,1,6,74.98%,83.67%,3178,55.77%,260,56.05%,339
0.5,0.5,0.11,3,5,0,6,74.96%,83.42%,3294,54.51%,288,56.05%,380
0.45,0.53,0.12,2.7,4,1,5,74.94%,83.32%,3286,55.56%,261,56.05%,339
0.48,0.51,0.08,2.5,5,1,5,74.49%,85.44%,2981,55.51%,272,56.04%,364
0.49,0.51,0.08,3,4,0,5,74.71%,84.98%,3069,54.28%,269,56.04%,364
0.45,0.55,0.09,2.3,4,0,7,74.81%,84.52%,3056,53.47%,288,56.04%,389
0.47,0.53,0.11,3,4,0,5,74.90%,83.51%,3299,53.16%,269,56.04%,364
0.52,0.47,0.12,2.5,5,1,5,75.01%,83.45%,3268,54.90%,255,56.04%,364
0.51,0.48,0.12,2.3,5,1,5,74.92%,83.41%,3236,54.14%,266,56.04%,364
0.45,0.54,0.12,2.7,5,1,6,74.96%,83.35%,3291,54.71%,276,56.04%,364
0.46,0.53,0.12,2.3,5,0,5,75.03%,83.28%,3230,56.13%,269,56.04%,364
0.48,0.51,0.12,2.3,5,0,5,74.86%,83.23%,3231,56.34%,268,56.04%,364
0.46,0.54,0.08,2.5,5,0,5,74.75%,85.28%,2990,55.56%,288,56.03%,373
0.45,0.54,0.08,3,5,0,5,74.68%,84.97%,3068,55.76%,269,56.03%,348
0.52,0.47,0.09,3,5,0,5,74.73%,84.67%,3137,55.26%,266,56.03%,348
0.45,0.54,0.09,3,5,1,7,74.68%,84.55%,3146,55.00%,280,56.03%,373
0.46,0.53,0.09,2.3,5,0,6,74.68%,84.54%,3047,56.12%,278,56.03%,373
0.44,0.55,0.09,3,5,1,7,74.68%,84.46%,3146,55.52%,281,56.03%,373
0.46,0.54,0.1,2.5,5,0,5,74.98%,84.05%,3160,55.56%,288,56.03%,373
0.52,0.47,0.1,2.5,5,1,6,74.94%,84.05%,3154,53.73%,268,56.03%,373
0.47,0.52,0.1,3,5,1,7,74.68%,83.96%,3217,55.43%,276,56.03%,373
0.47,0.52,0.11,2.7,5,0,7,74.83%,83.69%,3237,54.84%,279,56.03%,373
0.48,0.51,0.11,2.7,4,1,5,74.79%,83.65%,3241,54.72%,265,56.03%,348
0.48,0.51,0.11,2.5,5,1,7,74.81%,83.64%,3216,53.76%,279,56.03%,373
0.45,0.53,0.11,2.7,4,1,7,74.83%,83.58%,3234,56.49%,262,56.03%,348
0.44,0.55,0.11,3,4,1,5,74.83%,83.42%,3299,56.18%,267,56.03%,348
0.48,0.51,0.12,2.7,5,1,7,74.86%,83.38%,3285,55.43%,276,56.03%,373
0.48,0.51,0.12,2.5,4,0,5,74.92%,83.36%,3257,56.54%,260,56.03%,348
0.45,0.53,0.12,2.5,4,1,6,75.05%,83.32%,3250,54.58%,262,56.03%,348
0.46,0.53,0.12,2.3,5,0,6,75.03%,83.28%,3230,56.32%,277,56.03%,373
0.47,0.53,0.12,2.3,4,0,5,75.11%,83.27%,3245,53.99%,276,56.03%,373
0.44,0.55,0.12,2.3,5,1,6,75.03%,83.26%,3232,56.07%,280,56.03%,373
0.44,0.55,0.12,3,5,0,5,74.94%,83.17%,3346,55.76%,269,56.03%,348
0.5,0.49,0.12,3,5,1,5,74.81%,83.15%,3336,53.08%,260,56.03%,348
0.44,0.54,0.12,3,4,1,6,74.81%,83.12%,3342,56.54%,260,56.03%,348
0.48,0.51,0.08,2.7,5,1,5,74.53%,85.58%,3002,54.95%,273,56.02%,357
0.44,0.55,0.09,2.3,4,0,5,74.64%,84.48%,3054,56.34%,268,56.02%,357
0.49,0.49,0.1,2.7,4,1,6,74.90%,84.09%,3181,55.56%,261,56.02%,332
0.51,0.49,0.1,2.3,4,0,5,74.92%,84.04%,3132,54.01%,274,56.02%,382
0.5,0.5,0.1,2.3,4,0,5,75.01%,84.00%,3137,53.82%,275,56.02%,382
0.48,0.51,0.1,2.5,4,0,6,74.73%,83.98%,3153,56.44%,264,56.02%,357
0.48,0.5,0.1,2.7,4,1,6,74.75%,83.97%,3181,55.56%,261,56.02%,332
0.49,0.51,0.1,2.5,4,0,6,75.11%,83.96%,3167,53.90%,282,56.02%,382
0.44,0.55,0.11,2.7,5,0,5,74.81%,83.83%,3240,55.47%,274,56.02%,357
0.45,0.54,0.11,2.7,5,0,5,74.75%,83.75%,3243,55.11%,274,56.02%,357
0.52,0.47,0.11,2.7,5,1,5,75.01%,83.70%,3240,53.79%,264,56.02%,357
0.46,0.53,0.11,2.7,4,0,6,74.79%,83.67%,3233,56.41%,273,56.02%,357
0.44,0.55,0.12,2.7,4,0,6,74.98%,83.40%,3290,56.34%,268,56.02%,357
0.49,0.5,0.08,2.3,5,1,5,74.66%,85.47%,2959,54.24%,271,56.01%,366
0.49,0.5,0.09,3,5,0,5,74.64%,84.62%,3140,56.02%,266,56.01%,341
0.46,0.54,0.1,2.3,4,0,7,74.98%,84.09%,3136,53.45%,290,56.01%,391
0.49,0.49,0.1,2.7,4,0,6,74.90%,84.09%,3181,56.59%,258,56.01%,341
0.47,0.52,0.1,2.7,5,1,6,74.81%,83.99%,3173,53.79%,277,56.01%,366
0.46,0.52,0.11,2.3,4,1,6,75.03%,83.64%,3179,55.81%,258,56.01%,341
0.44,0.55,0.11,3,5,0,6,74.83%,83.42%,3299,56.04%,273,56.01%,366
0.5,0.5,0.11,3,4,0,5,74.96%,83.42%,3294,53.53%,269,56.01%,366
0.46,0.53,0.12,2.3,5,1,5,75.03%,83.28%,3230,55.68%,273,56.01%,366
0.44,0.55,0.12,2.3,5,0,5,75.03%,83.26%,3232,55.84%,274,56.01%,366
0.47,0.51,0.12,3,4,1,6,74.86%,83.26%,3334,56.20%,258,56.01%,341
0.45,0.54,0.12,2.3,5,1,5,74.98%,83.25%,3236,56.20%,274,56.01%,366
0.46,0.52,0.08,2.3,4,0,6,74.73%,85.28%,2956,55.73%,262,56.00%,350
0.51,0.48,0.1,3,5,1,7,74.79%,84.10%,3214,54.74%,274,56.00%,375
0.5,0.5,0.1,2.5,4,0,5,75.11%,84.04%,3164,53.79%,277,56.00%,375
0.5,0.49,0.1,2.5,5,1,6,74.86%,84.00%,3156,54.18%,275,56.00%,375
0.44,0.54,0.1,2.7,4,1,7,74.77%,83.98%,3172,56.15%,260,56.00%,350
0.48,0.51,0.1,2.5,4,0,5,74.73%,83.98%,3153,56.11%,262,56.00%,350
0.47,0.53,0.1,2.5,5,0,5,75.01%,83.97%,3162,55.71%,289,56.00%,375
0.46,0.53,0.1,2.7,4,0,5,74.75%,83.95%,3172,56.55%,267,56.00%,350
0.46,0.53,0.11,2.7,4,1,5,74.79%,83.67%,3233,55.39%,269,56.00%,350
0.44,0.56,0.12,2.5,5,0,6,74.98%,83.28%,3278,55.89%,297,56.00%,375
0.44,0.56,0.12,2.3,5,0,5,75.03%,83.16%,3243,55.67%,291,56.00%,375
0.46,0.53,0.09,3,5,1,6,74.77%,84.65%,3141,54.58%,273,55.99%,359
0.45,0.55,0.1,2.3,4,0,6,74.96%,84.17%,3126,54.20%,286,55.99%,384
0.49,0.49,0.1,2.7,4,1,7,74.90%,84.09%,3181,55.51%,263,55.99%,334
0.47,0.52,0.1,2.7,5,0,5,74.81%,83.99%,3173,55.72%,271,55.99%,359
0.47,0.53,0.1,2.3,4,0,6,74.90%,83.98%,3140,54.26%,282,55.99%,384
0.47,0.51,0.1,2.7,4,1,6,74.68%,83.96%,3185,55.94%,261,55.99%,334
0.46,0.53,0.1,2.7,5,1,5,74.75%,83.95%,3172,54.24%,271,55.99%,359
0.44,0.55,0.1,3,4,1,7,74.86%,83.91%,3231,56.83%,271,55.99%,359
0.52,0.47,0.12,2.7,5,1,5,74.94%,83.49%,3289,54.09%,257,55.99%,359
0.49,0.5,0.12,3,5,1,6,74.90%,83.19%,3338,52.83%,265,55.99%,359
0.45,0.54,0.08,2.5,5,1,5,74.66%,85.40%,2979,55.91%,279,55.98%,368
0.44,0.55,0.08,2.5,5,1,5,74.62%,85.39%,2978,56.27%,279,55.98%,368
0.44,0.55,0.08,2.3,5,1,5,74.56%,85.18%,2956,55.96%,277,55.98%,368
0.44,0.55,0.08,3,4,0,5,74.75%,84.96%,3072,56.11%,262,55.98%,343
0.47,0.52,0.09,2.7,5,1,6,74.71%,84.75%,3095,54.35%,276,55.98%,368
0.48,0.51,0.09,2.7,5,1,6,74.62%,84.75%,3089,53.43%,277,55.98%,368
0.46,0.53,0.09,2.7,5,1,6,74.62%,84.65%,3094,54.71%,276,55.98%,368
0.44,0.55,0.09,2.3,5,1,5,74.64%,84.48%,3054,55.87%,281,55.98%,368
0.46,0.52,0.09,2.3,4,1,6,74.90%,84.35%,3054,55.94%,261,55.98%,343
0.44,0.55,0.1,2.7,5,1,6,74.71%,84.09%,3180,54.84%,279,55.98%,368
0.44,0.56,0.1,2.5,4,0,5,74.81%,84.02%,3167,55.87%,281,55.98%,368
0.45,0.54,0.1,2.5,5,0,6,74.66%,83.93%,3149,56.32%,277,55.98%,368
0.5,0.48,0.1,2.3,4,1,7,74.98%,83.83%,3130,57.47%,261,55.98%,343
0.47,0.51,0.11,2.5,4,1,7,75.01%,83.71%,3210,56.15%,260,55.98%,343
0.47,0.51,0.11,2.3,4,1,7,74.98%,83.67%,3178,56.15%,260,55.98%,343
0.51,0.48,0.11,2.5,5,0,6,74.90%,83.67%,3215,55.51%,272,55.98%,368
0.51,0.48,0.11,2.7,5,1,7,74.83%,83.66%,3238,54.21%,273,55.98%,368
0.44,0.56,0.11,2.7,5,0,5,75.05%,83.65%,3248,57.04%,284,55.98%,368
0.48,0.51,0.11,2.7,5,0,6,74.79%,83.65%,3241,54.48%,279,55.98%,368
0.45,0.55,0.11,2.5,4,0,5,74.96%,83.62%,3211,56.07%,280,55.98%,368
0.44,0.55,0.11,2.5,5,0,6,74.90%,83.61%,3215,55.91%,279,55.98%,368
0.46,0.52,0.11,2.7,4,1,6,74.77%,83.60%,3238,56.37%,259,55.98%,343
0.47,0.53,0.11,2.7,4,0,5,75.13%,83.58%,3253,54.71%,276,55.98%,368
0.49,0.51,0.11,3,5,0,5,74.96%,83.48%,3292,54.21%,273,55.98%,368
0.45,0.54,0.11,3,5,1,6,74.86%,83.46%,3295,56.04%,273,55.98%,368
0.48,0.51,0.11,3,5,0,5,74.79%,83.42%,3288,55.81%,267,55.98%,343
0.49,0.49,0.12,2.7,4,1,7,75.05%,83.36%,3293,55.73%,262,55.98%,343
0.45,0.54,0.12,2.3,5,0,5,74.98%,83.25%,3236,56.25%,272,55.98%,368
0.49,0.49,0.12,2.5,4,1,7,75.01%,83.24%,3257,55.73%,262,55.98%,343
0.46,0.53,0.08,2.7,4,1,5,74.64%,85.48%,3003,56.30%,270,55.97%,352
0.51,0.48,0.09,2.5,5,1,6,74.81%,84.81%,3074,53.87%,271,55.97%,377
0.5,0.49,0.09,2.5,5,1,6,74.75%,84.80%,3073,54.01%,274,55.97%,377
0.45,0.54,0.09,2.7,4,1,5,74.64%,84.65%,3100,55.97%,268,55.97%,352
0.44,0.55,0.09,2.7,4,1,5,74.73%,84.61%,3092,55.76%,269,55.97%,352
0.44,0.56,0.09,2.3,4,0,5,74.73%,84.57%,3058,55.67%,282,55.97%,377
0.46,0.53,0.1,3,4,1,6,74.68%,83.98%,3221,56.55%,267,55.97%,352
0.52,0.47,0.11,2.7,4,1,5,75.01%,83.70%,3240,54.15%,253,55.97%,352
0.47,0.52,0.12,2.7,4,0,5,74.98%,83.44%,3285,56.49%,262,55.97%,352
0.44,0.55,0.11,3,5,0,5,74.83%,83.42%,3299,56.13%,269,55.97%,352
0.44,0.55,0.12,2.7,5,0,7,74.98%,83.40%,3290,55.87%,281,55.97%,377
0.47,0.52,0.11,3,5,1,5,74.86%,83.39%,3281,56.23%,265,55.97%,352
0.51,0.49,0.11,3,4,0,6,74.96%,83.39%,3294,53.41%,279,55.97%,377
0.48,0.52,0.12,2.5,4,0,5,75.18%,83.31%,3277,54.18%,275,55.97%,377
0.46,0.53,0.12,2.3,5,1,6,75.03%,83.28%,3230,55.91%,279,55.97%,377
0.45,0.55,0.12,2.3,5,0,5,75.09%,83.23%,3243,55.90%,288,55.97%,377
0.47,0.52,0.12,2.3,5,1,6,74.90%,83.23%,3232,55.64%,275,55.97%,377
0.47,0.52,0.12,3,5,1,5,74.81%,83.13%,3338,53.44%,262,55.97%,352
0.45,0.54,0.12,3,5,1,5,74.90%,83.09%,3348,55.39%,269,55.97%,352
0.48,0.51,0.08,2.3,5,0,5,74.53%,85.30%,2966,55.88%,272,55.96%,361
0.46,0.53,0.08,3,5,0,6,74.66%,85.08%,3064,56.20%,274,55.96%,361
0.45,0.54,0.08,3,5,0,6,74.68%,84.97%,3068,55.64%,275,55.96%,361
0.5,0.5,0.08,3,4,0,5,74.62%,84.97%,3068,54.31%,267,55.96%,361
0.46,0.53,0.09,2.5,5,1,5,74.73%,84.66%,3076,56.16%,276,55.96%,361
0.44,0.55,0.09,3,5,1,6,74.68%,84.46%,3146,55.27%,275,55.96%,361
0.5,0.49,0.1,2.5,5,0,5,74.86%,84.00%,3156,55.56%,270,55.96%,361
0.45,0.55,0.1,3,4,0,5,74.66%,83.98%,3227,54.29%,280,55.96%,361
0.49,0.5,0.1,2.5,5,0,5,74.77%,83.92%,3153,55.68%,273,55.96%,361
0.47,0.52,0.1,2.3,5,0,5,74.75%,83.91%,3132,56.77%,266,55.96%,361
0.44,0.55,0.11,2.5,5,0,5,74.90%,83.61%,3215,55.88%,272,55.96%,361
0.46,0.54,0.11,3,4,0,5,74.94%,83.57%,3298,53.14%,271,55.96%,361
0.51,0.48,0.12,2.5,5,1,5,74.92%,83.39%,3263,55.38%,260,55.96%,361
0.44,0.55,0.12,2.5,5,1,5,75.05%,83.34%,3260,56.04%,273,55.96%,361
0.52,0.47,0.12,3,5,0,7,74.96%,83.07%,3332,54.71%,276,55.96%,361
0.48,0.51,0.08,2.3,5,1,5,74.53%,85.30%,2966,54.48%,268,55.95%,370
0.49,0.5,0.09,3,4,0,5,74.64%,84.62%,3140,56.70%,261,55.95%,336
0.44,0.56,0.09,3,5,0,5,74.60%,84.56%,3148,55.90%,288,55.95%,370
0.5,0.49,0.09,2.3,5,0,6,74.73%,84.53%,3057,54.96%,282,55.95%,370
0.44,0.55,0.1,2.5,5,0,6,74.71%,84.04%,3152,56.32%,277,55.95%,370
0.47,0.52,0.1,2.7,5,0,6,74.81%,83.99%,3173,55.40%,278,55.95%,370
0.48,0.5,0.1,2.7,4,1,7,74.75%,83.97%,3181,55.51%,263,55.95%,336
0.46,0.53,0.1,2.7,5,0,6,74.75%,83.95%,3172,55.40%,278,55.95%,370
0.49,0.5,0.1,2.7,5,0,7,74.81%,83.91%,3182,55.12%,283,55.95%,370
0.44,0.56,0.11,2.5,5,0,5,74.86%,83.68%,3210,57.34%,286,55.95%,370
0.51,0.48,0.11,2.5,5,1,7,74.90%,83.67%,3215,53.90%,269,55.95%,370
0.49,0.5,0.11,2.5,5,0,6,74.83%,83.66%,3220,55.04%,278,55.95%,370
0.44,0.55,0.11,2.3,5,0,6,74.94%,83.65%,3180,56.07%,280,55.95%,370
0.45,0.55,0.11,2.7,5,0,5,75.13%,83.65%,3247,56.54%,283,55.95%,370
0.48,0.51,0.11,2.7,5,0,7,74.79%,83.65%,3241,55.00%,280,55.95%,370
0.46,0.52,0.11,2.3,4,1,5,75.03%,83.64%,3179,55.29%,255,55.95%,336
0.46,0.54,0.11,2.7,5,0,5,75.13%,83.61%,3252,55.87%,281,55.95%,370
0.49,0.5,0.11,2.7,5,1,6,74.83%,83.59%,3236,54.35%,276,55.95%,370
0.47,0.52,0.12,2.7,5,0,6,74.98%,83.44%,3285,55.40%,278,55.95%,370
0.44,0.55,0.11,3,5,1,6,74.83%,83.42%,3299,55.80%,276,55.95%,370
0.46,0.53,0.12,2.7,5,0,6,74.96%,83.38%,3286,55.36%,280,55.95%,370
0.44,0.55,0.12,2.5,5,1,6,75.05%,83.34%,3260,56.27%,279,55.95%,370
0.46,0.54,0.12,2.7,4,0,5,75.20%,83.26%,3303,54.80%,281,55.95%,370
0.49,0.49,0.12,3,4,0,7,74.86%,83.13%,3337,55.77%,260,55.95%,336
0.5,0.47,0.08,2.7,5,1,6,74.88%,85.17%,3015,56.37%,259,55.94%,345
0.45,0.54,0.08,3,4,0,5,74.68%,84.97%,3068,55.89%,263,55.94%,345
0.47,0.52,0.1,2.7,4,1,5,74.81%,83.99%,3173,54.55%,264,55.94%,345
0.52,0.47,0.1,3,4,1,5,74.83%,83.95%,3221,53.82%,249,55.94%,345
0.45,0.53,0.11,2.3,4,1,7,75.05%,83.64%,3179,56.20%,258,55.94%,345
0.46,0.54,0.11,2.7,4,0,6,75.13%,83.61%,3252,55.44%,285,55.94%,379
0.45,0.53,0.11,2.5,4,1,6,74.92%,83.60%,3207,55.04%,258,55.94%,345
0.45,0.55,0.12,3,4,0,7,74.81%,83.41%,3334,54.93%,284,55.94%,379
0.44,0.54,0.12,2.7,4,1,7,74.86%,83.40%,3284,55.94%,261,55.94%,345
0.47,0.53,0.12,2.5,4,0,6,75.09%,83.32%,3273,54.45%,281,55.94%,379
0.49,0.5,0.12,2.5,4,0,5,74.96%,83.31%,3266,55.94%,261,55.94%,345
0.47,0.51,0.12,3,4,1,5,74.86%,83.26%,3334,55.64%,257,55.94%,345
0.46,0.53,0.12,3,5,0,5,74.86%,83.16%,3343,55.51%,272,55.94%,345
0.44,0.54,0.08,2.3,4,0,5,74.66%,85.26%,2957,55.00%,260,55.93%,354
0.45,0.53,0.08,2.3,4,0,6,74.75%,85.25%,2955,55.73%,262,55.93%,354
0.52,0.47,0.09,2.3,5,0,5,74.81%,84.59%,3056,55.02%,269,55.93%,354
0.44,0.56,0.09,3,4,0,7,74.60%,84.56%,3148,54.95%,293,55.93%,388
0.48,0.52,0.1,2.5,4,0,7,75.07%,83.97%,3169,54.20%,286,55.93%,388
0.48,0.51,0.11,2.7,5,0,5,74.79%,83.65%,3241,54.85%,268,55.93%,354
0.45,0.54,0.11,3,5,1,5,74.86%,83.46%,3295,56.18%,267,55.93%,354
0.48,0.51,0.11,3,5,0,6,74.79%,83.42%,3288,55.15%,272,55.93%,354
0.46,0.52,0.08,2.3,4,1,6,74.73%,85.28%,2956,55.68%,264,55.92%,338
0.48,0.5,0.09,2.7,4,1,7,74.83%,84.72%,3095,56.03%,257,55.92%,338
0.51,0.47,0.09,2.7,4,1,6,75.16%,84.69%,3103,55.81%,258,55.92%,338
0.51,0.47,0.09,2.7,4,1,7,75.16%,84.69%,3103,56.11%,262,55.92%,338
0.51,0.48,0.09,3,4,0,5,74.68%,84.63%,3136,55.86%,256,55.92%,338
0.5,0.49,0.09,3,4,0,5,74.73%,84.59%,3140,56.20%,258,55.92%,338
0.5,0.48,0.09,2.5,4,1,6,74.81%,84.58%,3086,56.15%,260,55.92%,338
0.5,0.48,0.09,2.5,4,1,7,74.81%,84.58%,3086,56.11%,262,55.92%,338
0.48,0.5,0.09,2.5,4,1,7,74.81%,84.53%,3076,56.65%,263,55.92%,338
0.49,0.49,0.09,2.5,4,1,6,74.75%,84.43%,3083,56.32%,261,55.92%,338
0.49,0.49,0.09,2.5,4,1,7,74.75%,84.43%,3083,56.27%,263,55.92%,338
0.45,0.55,0.1,3,5,0,5,74.66%,83.98%,3227,54.61%,282,55.92%,363
0.45,0.54,0.1,2.7,4,0,7,74.73%,83.93%,3179,56.88%,269,55.92%,363
0.51,0.48,0.11,2.7,4,1,7,74.83%,83.66%,3238,54.86%,257,55.92%,363
0.48,0.51,0.11,2.7,4,1,7,74.79%,83.65%,3241,55.93%,270,55.92%,363
0.44,0.56,0.11,3,5,0,5,74.83%,83.61%,3294,54.80%,281,55.92%,363
0.49,0.49,0.11,2.3,4,1,5,74.98%,83.60%,3183,55.29%,255,55.92%,338
0.45,0.54,0.11,2.5,5,1,5,74.90%,83.55%,3215,55.07%,276,55.92%,363
0.48,0.51,0.12,2.5,5,1,5,74.92%,83.36%,3257,55.68%,264,55.92%,363
0.5,0.49,0.12,2.5,5,1,5,74.94%,83.35%,3268,55.30%,264,55.92%,363
0.44,0.55,0.12,2.5,5,0,5,75.05%,83.34%,3260,55.43%,267,55.92%,363
0.47,0.52,0.12,2.5,5,1,5,74.92%,83.34%,3259,56.18%,267,55.92%,363
0.45,0.54,0.12,2.5,5,1,5,74.94%,83.31%,3254,55.88%,272,55.92%,363
0.47,0.51,0.12,2.5,4,1,5,75.01%,83.31%,3260,54.65%,258,55.92%,338
0.48,0.5,0.12,2.5,4,1,5,74.98%,83.28%,3259,55.04%,258,55.92%,338
0.46,0.53,0.12,3,5,1,6,74.86%,83.16%,3343,54.21%,273,55.92%,363
0.48,0.5,0.12,3,4,0,6,74.79%,83.13%,3338,55.98%,259,55.92%,338
0.51,0.48,0.08,2.5,5,1,6,74.62%,85.50%,2986,53.99%,276,55.91%,372
0.44,0.56,0.08,2.5,5,0,5,74.60%,85.48%,2989,55.48%,283,55.91%,372
0.46,0.54,0.08,2.7,4,0,7,74.81%,85.27%,3028,54.33%,289,55.91%,381
0.47,0.52,0.08,3,5,0,5,74.47%,85.15%,3064,56.23%,265,55.91%,347
0.48,0.51,0.09,2.7,5,1,7,74.62%,84.75%,3089,53.76%,279,55.91%,372
0.5,0.49,0.09,3,4,1,5,74.73%,84.59%,3140,53.17%,252,55.91%,347
0.47,0.51,0.1,3,4,1,5,74.90%,84.05%,3222,55.91%,254,55.91%,347
0.45,0.53,0.1,2.3,4,1,5,74.88%,84.02%,3123,54.62%,260,55.91%,347
0.47,0.51,0.1,2.3,4,1,7,74.96%,83.98%,3122,56.49%,262,55.91%,347
0.45,0.53,0.1,2.5,4,1,6,74.90%,83.91%,3144,56.11%,262,55.91%,347
0.48,0.51,0.1,3,4,1,5,74.71%,83.86%,3221,56.32%,261,55.91%,347
0.49,0.5,0.1,3,5,0,5,74.77%,83.78%,3219,54.75%,263,55.91%,347
0.46,0.53,0.11,2.7,5,0,7,74.79%,83.67%,3233,54.74%,285,55.91%,372
0.46,0.53,0.11,2.7,5,1,7,74.79%,83.67%,3233,54.39%,285,55.91%,372
0.5,0.49,0.11,2.5,5,1,6,74.86%,83.65%,3217,53.16%,269,55.91%,372
0.5,0.49,0.11,2.5,5,1,7,74.86%,83.65%,3217,53.33%,270,55.91%,372
0.46,0.54,0.11,2.5,4,0,5,75.03%,83.62%,3211,55.52%,281,55.91%,372
0.46,0.54,0.11,3,4,0,6,74.94%,83.57%,3298,53.43%,277,55.91%,372
0.45,0.54,0.11,3,4,1,5,74.86%,83.46%,3295,56.27%,263,55.91%,347
0.5,0.49,0.12,2.3,5,0,6,74.94%,83.37%,3236,54.45%,281,55.91%,372
0.45,0.54,0.12,2.3,5,1,6,74.98%,83.25%,3236,56.12%,278,55.91%,372
